vehicle_id,timestamp,test,location,velocity,calculated_speed,risk_level,anomalies,lidar_points,camera_frames,imu_data,gps_data,weather_conditions,system_status
AV_001,1753463404.869057,,"{'latitude': 37.78033793413567, 'longitude': -122.41931485982005}","{'x': 13.960659536858985, 'y': 0.5686039993537317, 'z': 0}",22.713353119192686,medium,[],,,,,,
AV_005,1753463403.869057,,"{'latitude': 37.77819018081393, 'longitude': -122.4276105872091}","{'x': 2.9578666598741132, 'y': 18.45283218896999, 'z': 0}",21.83264672134903,high,[],,,,,,
AV_004,1753463403.869057,,"{'latitude': 37.782927992579225, 'longitude': -122.41433675017667}","{'x': 1.5342647239855767, 'y': 10.814055231486176, 'z': 0}",11.642943255963438,medium,[],,,,,,
AV_003,1753463403.869057,,"{'latitude': 37.774751014039474, 'longitude': -122.42881149234118}","{'x': 9.485705198569722, 'y': 7.465413861296719, 'z': 0}",28.994552070648215,medium,[],,,,,,
AV_002,1753463403.869057,,"{'latitude': 37.77856535494955, 'longitude': -122.41888726325236}","{'x': 18.860330841284846, 'y': 0.3636101446546114, 'z': 0}",24.7829139097957,medium,[],,,,,,
AV_001,1753463403.869057,,"{'latitude': 37.78138083172713, 'longitude': -122.42673188971966}","{'x': 4.49943874816843, 'y': 6.958361544141292, 'z': 0}",13.77172683025119,medium,[],,,,,,
AV_005,1753463402.869057,,"{'latitude': 37.77102497511334, 'longitude': -122.41019361198698}","{'x': 1.1915158744405274, 'y': 6.752439776700861, 'z': 0}",27.005243026804223,high,[],,,,,,
AV_004,1753463402.869057,,"{'latitude': 37.772648556111285, 'longitude': -122.4156612843755}","{'x': 15.746676144966063, 'y': 6.935696413411918, 'z': 0}",11.522586132258315,medium,[],,,,,,
AV_003,1753463402.869057,,"{'latitude': 37.77887737061802, 'longitude': -122.41919820488982}","{'x': 16.286237495977588, 'y': 17.48729257294675, 'z': 0}",12.456337301502465,high,[],,,,,,
AV_002,1753463402.869057,,"{'latitude': 37.77063142388313, 'longitude': -122.41548395863009}","{'x': 9.06869150878003, 'y': 6.971232043912952, 'z': 0}",22.078789697843213,medium,[],,,,,,
AV_001,1753463402.869057,,"{'latitude': 37.77067499179644, 'longitude': -122.41601350679477}","{'x': 11.202341720601714, 'y': 2.638243542851282, 'z': 0}",18.231414995377953,medium,[],,,,,,
AV_005,1753463401.869057,,"{'latitude': 37.77228278238973, 'longitude': -122.42323946040393}","{'x': 5.840852820184486, 'y': 16.955206034656342, 'z': 0}",13.891972538099143,medium,[],,,,,,
AV_004,1753463401.869057,,"{'latitude': 37.76995498561058, 'longitude': -122.41884570982828}","{'x': 5.286460737867196, 'y': 0.7807829921474818, 'z': 0}",21.73605337528436,low,[],,,,,,
AV_003,1753463401.869057,,"{'latitude': 37.77929949213064, 'longitude': -122.40983422048558}","{'x': 4.889746220458921, 'y': 11.634639931192755, 'z': 0}",10.45853913715793,low,[],,,,,,
AV_002,1753463401.869057,,"{'latitude': 37.77731033768815, 'longitude': -122.42604610058869}","{'x': 11.825051767556714, 'y': 5.346595593950401, 'z': 0}",24.679213290585498,high,[],,,,,,
AV_001,1753463401.869057,,"{'latitude': 37.77767746904026, 'longitude': -122.41366749841347}","{'x': 12.60966187550139, 'y': 3.0664236251395938, 'z': 0}",19.52163968323233,low,[],,,,,,
AV_005,1753463400.869057,,"{'latitude': 37.766586715645026, 'longitude': -122.42494290558126}","{'x': 18.533576272210876, 'y': 9.728790069029884, 'z': 0}",27.266364160135296,medium,[],,,,,,
AV_004,1753463400.869057,,"{'latitude': 37.77322290432623, 'longitude': -122.41643275296664}","{'x': 6.61013028899329, 'y': 18.59553213191962, 'z': 0}",19.90928942800786,high,[],,,,,,
AV_003,1753463400.869057,,"{'latitude': 37.772953180732436, 'longitude': -122.41537649887677}","{'x': 18.2578018694129, 'y': 9.614284892623086, 'z': 0}",11.037155957811443,high,[],,,,,,
AV_002,1753463400.869057,,"{'latitude': 37.775621198875676, 'longitude': -122.4257637922791}","{'x': 10.109747676282854, 'y': 1.1905941631644357, 'z': 0}",10.304735914494733,high,[],,,,,,
AV_001,1753463400.869057,,"{'latitude': 37.769856237245065, 'longitude': -122.4104933273382}","{'x': 18.197355405578335, 'y': 6.556815035798113, 'z': 0}",20.594331447287928,medium,[],,,,,,
AV_005,1753463399.869057,,"{'latitude': 37.77355356620934, 'longitude': -122.4264849653515}","{'x': 13.942473228238022, 'y': 1.5055005752549278, 'z': 0}",13.88507450413951,high,[],,,,,,
AV_004,1753463399.869057,,"{'latitude': 37.78361170116962, 'longitude': -122.41870540730217}","{'x': 17.526010996895266, 'y': 6.229817839496079, 'z': 0}",14.18922490529891,high,[],,,,,,
AV_003,1753463399.869057,,"{'latitude': 37.78288145826674, 'longitude': -122.41759438137758}","{'x': 8.891292298622705, 'y': 9.408364696207187, 'z': 0}",18.8074290488653,high,[],,,,,,
AV_002,1753463399.869057,,"{'latitude': 37.766182067909824, 'longitude': -122.41725663063205}","{'x': 11.862233247578896, 'y': 0.01702281953189555, 'z': 0}",28.893018566069216,high,[],,,,,,
AV_001,1753463399.869057,,"{'latitude': 37.778325819830556, 'longitude': -122.42227058241076}","{'x': 12.608249778436187, 'y': 19.444821196144968, 'z': 0}",22.289109247017816,high,[],,,,,,
AV_005,1753463398.869057,,"{'latitude': 37.78073967447989, 'longitude': -122.42495171311069}","{'x': 19.1888424742185, 'y': 3.7022785539400127, 'z': 0}",21.648963883134492,medium,[],,,,,,
AV_004,1753463398.869057,,"{'latitude': 37.76493697394969, 'longitude': -122.42310260723195}","{'x': 6.362032138099492, 'y': 8.308741325108661, 'z': 0}",16.25754180742862,low,[],,,,,,
AV_003,1753463398.869057,,"{'latitude': 37.765313517991295, 'longitude': -122.41269924225438}","{'x': 11.89380575203048, 'y': 10.42348095288417, 'z': 0}",14.379995141859245,high,[],,,,,,
AV_002,1753463398.869057,,"{'latitude': 37.78090039410117, 'longitude': -122.41462019195957}","{'x': 15.476298145135065, 'y': 1.8604410230348756, 'z': 0}",16.66748485346324,low,[],,,,,,
AV_001,1753463398.869057,,"{'latitude': 37.779592207189054, 'longitude': -122.4281381553671}","{'x': 15.038687333427296, 'y': 18.938783668617432, 'z': 0}",20.921638580334946,high,[],,,,,,
AV_005,1753463397.869057,,"{'latitude': 37.77655517086696, 'longitude': -122.41110295345675}","{'x': 10.662013767708903, 'y': 16.606636961602234, 'z': 0}",13.545270011872411,high,[],,,,,,
AV_004,1753463397.869057,,"{'latitude': 37.78130309196625, 'longitude': -122.41988078317449}","{'x': 8.428140877382404, 'y': 10.090253522235113, 'z': 0}",14.24700070086186,low,[],,,,,,
AV_003,1753463397.869057,,"{'latitude': 37.767294868537114, 'longitude': -122.41269124528871}","{'x': 14.754206318117939, 'y': 16.874217799276238, 'z': 0}",14.141322030935182,high,[],,,,,,
AV_002,1753463397.869057,,"{'latitude': 37.77238240753828, 'longitude': -122.41342756105254}","{'x': 12.578556416101769, 'y': 12.249150998283369, 'z': 0}",15.745199291360537,medium,[],,,,,,
AV_001,1753463397.869057,,"{'latitude': 37.76887153983637, 'longitude': -122.42503661419921}","{'x': 4.314706058082409, 'y': 16.921178306616657, 'z': 0}",23.954693862626204,high,[],,,,,,
AV_005,1753463396.869057,,"{'latitude': 37.77349355875002, 'longitude': -122.41960097815581}","{'x': 19.7975436534476, 'y': 6.474880725021432, 'z': 0}",20.578031368954896,low,[],,,,,,
AV_004,1753463396.869057,,"{'latitude': 37.766843853773665, 'longitude': -122.42874771949523}","{'x': 3.859619925575799, 'y': 8.480907966639403, 'z': 0}",25.984934004868265,medium,[],,,,,,
AV_003,1753463396.869057,,"{'latitude': 37.78081248377544, 'longitude': -122.41249221923599}","{'x': 18.722497371857813, 'y': 8.141884438991285, 'z': 0}",16.41872402361841,low,[],,,,,,
AV_002,1753463396.869057,,"{'latitude': 37.77581975695783, 'longitude': -122.4168662784432}","{'x': 12.55411044755061, 'y': 18.543023481935794, 'z': 0}",27.811586434539567,low,[],,,,,,
AV_001,1753463396.869057,,"{'latitude': 37.77453563433978, 'longitude': -122.41487329273046}","{'x': 7.717828013732424, 'y': 3.4044706141074643, 'z': 0}",24.20097776592435,low,[],,,,,,
AV_005,1753463395.869057,,"{'latitude': 37.77381332122187, 'longitude': -122.41661143306749}","{'x': 16.850526884781626, 'y': 1.0885357296410736, 'z': 0}",29.235574295480383,low,[],,,,,,
AV_004,1753463395.869057,,"{'latitude': 37.77291655098264, 'longitude': -122.41492889342288}","{'x': 8.653557676976726, 'y': 12.112834753335504, 'z': 0}",27.83208249795768,low,[],,,,,,
AV_003,1753463395.869057,,"{'latitude': 37.77292450238097, 'longitude': -122.42877676416859}","{'x': 7.348443809792268, 'y': 9.452278827332258, 'z': 0}",13.883106764863236,medium,[],,,,,,
AV_002,1753463395.869057,,"{'latitude': 37.771598951310615, 'longitude': -122.421388359848}","{'x': 4.005705268875297, 'y': 2.000912841281035, 'z': 0}",13.536615896056832,low,[],,,,,,
AV_001,1753463395.869057,,"{'latitude': 37.76577804439471, 'longitude': -122.42500225024105}","{'x': 11.148787547510734, 'y': 0.27265226697260836, 'z': 0}",21.132516170373002,high,[],,,,,,
AV_005,1753463394.869057,,"{'latitude': 37.780756894040046, 'longitude': -122.4101144381287}","{'x': 17.324526759514928, 'y': 10.766307244393314, 'z': 0}",21.497572194454513,high,[],,,,,,
AV_004,1753463394.869057,,"{'latitude': 37.784692418802265, 'longitude': -122.42382067675697}","{'x': 9.874141018710933, 'y': 19.830418501853618, 'z': 0}",29.22521453042376,medium,[],,,,,,
AV_003,1753463394.869057,,"{'latitude': 37.77062909714655, 'longitude': -122.4267189660961}","{'x': 17.37573709483898, 'y': 6.841852086089293, 'z': 0}",22.273711297800183,high,[],,,,,,
AV_002,1753463394.869057,,"{'latitude': 37.77901705572062, 'longitude': -122.42254987908986}","{'x': 19.900415235481667, 'y': 5.617311279258825, 'z': 0}",10.58848335960888,low,[],,,,,,
AV_001,1753463394.869057,,"{'latitude': 37.771903185087744, 'longitude': -122.4142040511088}","{'x': 17.011428130486724, 'y': 15.098846150460151, 'z': 0}",12.100981601127074,low,[],,,,,,
AV_005,1753463393.869057,,"{'latitude': 37.78240255402839, 'longitude': -122.42141047505612}","{'x': 3.9083739038268206, 'y': 5.258559785075645, 'z': 0}",18.42272261983641,low,[],,,,,,
AV_004,1753463393.869057,,"{'latitude': 37.78221625090979, 'longitude': -122.41652460684533}","{'x': 5.721530833941939, 'y': 10.076901398062814, 'z': 0}",16.572097715853378,low,[],,,,,,
AV_003,1753463393.869057,,"{'latitude': 37.768514369541926, 'longitude': -122.41748886309433}","{'x': 8.216474228781063, 'y': 17.81568183950406, 'z': 0}",26.40001940860405,low,[],,,,,,
AV_002,1753463393.869057,,"{'latitude': 37.77797933355501, 'longitude': -122.42526992084751}","{'x': 5.942375728786507, 'y': 6.148942610838883, 'z': 0}",26.349401967346306,medium,[],,,,,,
AV_001,1753463393.869057,,"{'latitude': 37.78032107473208, 'longitude': -122.4218305677553}","{'x': 17.19483441827982, 'y': 9.319807429827502, 'z': 0}",14.93971910632805,medium,[],,,,,,
AV_005,1753463392.869057,,"{'latitude': 37.77774153099987, 'longitude': -122.4235730365149}","{'x': 6.31147850502823, 'y': 3.146921987596152, 'z': 0}",18.470091680379063,medium,[],,,,,,
AV_004,1753463392.869057,,"{'latitude': 37.77136696124973, 'longitude': -122.41294143774549}","{'x': 12.746526533131746, 'y': 4.3232181986596085, 'z': 0}",14.494192423188084,low,[],,,,,,
AV_003,1753463392.869057,,"{'latitude': 37.77131204451034, 'longitude': -122.40979765241597}","{'x': 13.346429892189333, 'y': 4.029335738461459, 'z': 0}",24.292615535484323,medium,[],,,,,,
AV_002,1753463392.869057,,"{'latitude': 37.772466519245576, 'longitude': -122.42193297589917}","{'x': 9.353759918492992, 'y': 9.926130936379787, 'z': 0}",17.868032245464818,high,[],,,,,,
AV_001,1753463392.869057,,"{'latitude': 37.78170299071882, 'longitude': -122.41122419224784}","{'x': 1.6124164331534385, 'y': 10.68523377380231, 'z': 0}",22.662708247639348,high,[],,,,,,
AV_005,1753463391.869057,,"{'latitude': 37.76896039811922, 'longitude': -122.42547723679124}","{'x': 3.511247082169391, 'y': 3.998421966630983, 'z': 0}",25.739768257550125,low,[],,,,,,
AV_004,1753463391.869057,,"{'latitude': 37.78362452687245, 'longitude': -122.42772506029588}","{'x': 17.867902974204235, 'y': 4.066912448243962, 'z': 0}",25.501040236239238,low,[],,,,,,
AV_003,1753463391.869057,,"{'latitude': 37.76889278130575, 'longitude': -122.40940878892759}","{'x': 11.199671342623185, 'y': 10.022904600585893, 'z': 0}",12.144052981517525,medium,[],,,,,,
AV_002,1753463391.869057,,"{'latitude': 37.76869512872535, 'longitude': -122.42602660337722}","{'x': 5.862100163536641, 'y': 8.455657472064008, 'z': 0}",28.077206633247208,low,[],,,,,,
AV_001,1753463391.869057,,"{'latitude': 37.77506609923673, 'longitude': -122.41237457197474}","{'x': 8.272942180867979, 'y': 11.289859218868088, 'z': 0}",27.96660873756405,high,[],,,,,,
AV_005,1753463390.869057,,"{'latitude': 37.76569758935363, 'longitude': -122.42154868064448}","{'x': 3.507323843033343, 'y': 8.402258211723, 'z': 0}",18.22953953760489,low,[],,,,,,
AV_004,1753463390.869057,,"{'latitude': 37.77617587093887, 'longitude': -122.42341063818218}","{'x': 18.69108901431084, 'y': 15.983632533989564, 'z': 0}",25.510294499702784,low,[],,,,,,
AV_003,1753463390.869057,,"{'latitude': 37.76777451046676, 'longitude': -122.42066986912927}","{'x': 18.647104744515023, 'y': 12.944862540025191, 'z': 0}",28.91762689564122,high,[],,,,,,
AV_002,1753463390.869057,,"{'latitude': 37.766830526553846, 'longitude': -122.42020170913982}","{'x': 0.5385988790125507, 'y': 6.73004028290187, 'z': 0}",22.941937863676145,low,[],,,,,,
AV_001,1753463390.869057,,"{'latitude': 37.78049714190639, 'longitude': -122.42910227124564}","{'x': 2.6161992124799105, 'y': 12.824184190669307, 'z': 0}",10.179572163385007,medium,[],,,,,,
AV_005,1753463389.869057,,"{'latitude': 37.76506220804586, 'longitude': -122.42830099632155}","{'x': 10.519356078329057, 'y': 11.465945195529814, 'z': 0}",29.088289907036856,low,[],,,,,,
AV_004,1753463389.869057,,"{'latitude': 37.76837056579867, 'longitude': -122.4273542546914}","{'x': 4.723175313713317, 'y': 17.356446189806718, 'z': 0}",19.13271525875041,high,[],,,,,,
AV_003,1753463389.869057,,"{'latitude': 37.768143364279844, 'longitude': -122.42402266126544}","{'x': 19.35770394715376, 'y': 10.410231855886138, 'z': 0}",24.29795420639133,medium,[],,,,,,
AV_002,1753463389.869057,,"{'latitude': 37.77289138455627, 'longitude': -122.42883634751087}","{'x': 6.756071735632256, 'y': 15.840780488001089, 'z': 0}",29.85989367455215,medium,[],,,,,,
AV_001,1753463389.869057,,"{'latitude': 37.77636961826388, 'longitude': -122.41270101340139}","{'x': 10.015375929597127, 'y': 2.6575492968296954, 'z': 0}",15.267895496966528,medium,[],,,,,,
AV_005,1753463388.869057,,"{'latitude': 37.773378344518264, 'longitude': -122.42790275156374}","{'x': 7.347073054790593, 'y': 9.773281988259601, 'z': 0}",24.151727386405867,low,[],,,,,,
AV_004,1753463388.869057,,"{'latitude': 37.76610959306319, 'longitude': -122.41017215944316}","{'x': 1.3652282497999146, 'y': 1.8272927332860456, 'z': 0}",23.411442202520867,low,[],,,,,,
AV_003,1753463388.869057,,"{'latitude': 37.77859941352718, 'longitude': -122.4102162377519}","{'x': 19.535389801794846, 'y': 10.9724624886848, 'z': 0}",26.25688284674046,low,[],,,,,,
AV_002,1753463388.869057,,"{'latitude': 37.77951632934412, 'longitude': -122.41630300795849}","{'x': 6.714710653632254, 'y': 9.097550758616883, 'z': 0}",17.769414838001268,high,[],,,,,,
AV_001,1753463388.869057,,"{'latitude': 37.781440058874075, 'longitude': -122.41128139551337}","{'x': 10.247374673718436, 'y': 2.388461696953341, 'z': 0}",12.621821861215166,high,[],,,,,,
AV_005,1753463387.869057,,"{'latitude': 37.76834828754407, 'longitude': -122.42934235200367}","{'x': 17.82465077192771, 'y': 6.752093486841984, 'z': 0}",12.757663347682119,medium,[],,,,,,
AV_004,1753463387.869057,,"{'latitude': 37.76566048307505, 'longitude': -122.42903177915805}","{'x': 5.396270675085882, 'y': 9.790162830350999, 'z': 0}",17.224945481978764,low,[],,,,,,
AV_003,1753463387.869057,,"{'latitude': 37.78338450070885, 'longitude': -122.41342358466477}","{'x': 15.178254552723738, 'y': 13.275625214579453, 'z': 0}",15.962387407036967,high,[],,,,,,
AV_002,1753463387.869057,,"{'latitude': 37.77461481129028, 'longitude': -122.42559721120477}","{'x': 16.93070587777607, 'y': 13.436232449538503, 'z': 0}",29.714052797337388,high,[],,,,,,
AV_001,1753463387.869057,,"{'latitude': 37.77641616513656, 'longitude': -122.41825626314711}","{'x': 1.4234922867037403, 'y': 18.498420600740626, 'z': 0}",21.079881459357615,high,[],,,,,,
AV_005,1753463386.869057,,"{'latitude': 37.76647572364201, 'longitude': -122.41052795312608}","{'x': 15.463516500436295, 'y': 2.9160971733650953, 'z': 0}",27.071472671895794,low,[],,,,,,
AV_004,1753463386.869057,,"{'latitude': 37.77372856035536, 'longitude': -122.41042992204923}","{'x': 7.826105011411537, 'y': 19.546494173279754, 'z': 0}",19.080252806076885,low,[],,,,,,
AV_003,1753463386.869057,,"{'latitude': 37.76757241208921, 'longitude': -122.42535429055836}","{'x': 1.566498865952033, 'y': 4.756756602006669, 'z': 0}",18.50487325684726,high,[],,,,,,
AV_002,1753463386.869057,,"{'latitude': 37.7720992634593, 'longitude': -122.4125366069112}","{'x': 7.766941778633085, 'y': 3.5474416853376467, 'z': 0}",14.457049919598404,medium,[],,,,,,
AV_001,1753463386.869057,,"{'latitude': 37.77526594394924, 'longitude': -122.41441564769949}","{'x': 18.28537298621342, 'y': 19.927397817585746, 'z': 0}",15.81081728722591,low,[],,,,,,
AV_005,1753463385.869057,,"{'latitude': 37.7738287008521, 'longitude': -122.4107841747579}","{'x': 13.77031556852911, 'y': 4.517662791816226, 'z': 0}",27.189903128122364,high,[],,,,,,
AV_004,1753463385.869057,,"{'latitude': 37.77515459695855, 'longitude': -122.41811946295641}","{'x': 15.449727640670739, 'y': 13.790263098605006, 'z': 0}",19.485821020707917,low,[],,,,,,
AV_003,1753463385.869057,,"{'latitude': 37.76523674727083, 'longitude': -122.4191127402036}","{'x': 1.873641215087689, 'y': 9.326823597472432, 'z': 0}",24.725535387785307,medium,[],,,,,,
AV_002,1753463385.869057,,"{'latitude': 37.76662072873687, 'longitude': -122.41462904748553}","{'x': 9.209273413123721, 'y': 18.153997016779932, 'z': 0}",18.85325689000316,low,[],,,,,,
AV_001,1753463385.869057,,"{'latitude': 37.78233056949172, 'longitude': -122.41153664627996}","{'x': 12.721915842912912, 'y': 0.8706145952340982, 'z': 0}",20.377739298053992,low,[],,,,,,
AV_005,1753463384.869057,,"{'latitude': 37.782714538221924, 'longitude': -122.41819201261293}","{'x': 11.013198983096073, 'y': 1.5433804431822207, 'z': 0}",28.394071921301418,medium,[],,,,,,
AV_004,1753463384.869057,,"{'latitude': 37.76919833548437, 'longitude': -122.4282129298765}","{'x': 7.116310334069422, 'y': 3.250024154857285, 'z': 0}",16.961226342763105,high,[],,,,,,
AV_003,1753463384.869057,,"{'latitude': 37.780599481352255, 'longitude': -122.41262754943511}","{'x': 2.806226370464806, 'y': 19.475528206637073, 'z': 0}",12.461472700304778,medium,[],,,,,,
AV_002,1753463384.869057,,"{'latitude': 37.78465688196077, 'longitude': -122.42928483966986}","{'x': 0.32525412191398484, 'y': 17.957695268320922, 'z': 0}",28.260170867290505,low,[],,,,,,
AV_001,1753463384.869057,,"{'latitude': 37.773649823482934, 'longitude': -122.4170866605013}","{'x': 17.86826367010871, 'y': 8.05218923049037, 'z': 0}",20.55694994773178,low,[],,,,,,
AV_005,1753463383.869057,,"{'latitude': 37.783306069351006, 'longitude': -122.41928541559581}","{'x': 3.3074403129522723, 'y': 17.937214619975965, 'z': 0}",27.22547347315572,medium,[],,,,,,
AV_004,1753463383.869057,,"{'latitude': 37.76926470490671, 'longitude': -122.41859032748177}","{'x': 8.243288528703358, 'y': 18.590575147245318, 'z': 0}",21.46055277211925,low,[],,,,,,
AV_003,1753463383.869057,,"{'latitude': 37.78199505917635, 'longitude': -122.427103509566}","{'x': 0.20036259505010756, 'y': 11.638586222767707, 'z': 0}",11.786220772516405,low,[],,,,,,
AV_002,1753463383.869057,,"{'latitude': 37.77805242085771, 'longitude': -122.41198420125568}","{'x': 12.789240817214374, 'y': 18.282333496727794, 'z': 0}",28.973664256344126,medium,[],,,,,,
AV_001,1753463383.869057,,"{'latitude': 37.77957993626427, 'longitude': -122.42230954260793}","{'x': 5.253285455374305, 'y': 5.373152827117995, 'z': 0}",29.99907076477332,medium,[],,,,,,
AV_005,1753463382.869057,,"{'latitude': 37.77813926698803, 'longitude': -122.42720356129146}","{'x': 18.182717919842357, 'y': 3.5130594473886068, 'z': 0}",23.84667643232724,medium,[],,,,,,
AV_004,1753463382.869057,,"{'latitude': 37.765632027616995, 'longitude': -122.41280423753263}","{'x': 5.1508827123318435, 'y': 4.7362266262532815, 'z': 0}",23.924101510028876,high,[],,,,,,
AV_003,1753463382.869057,,"{'latitude': 37.77226851926714, 'longitude': -122.41425174160673}","{'x': 5.03290646123018, 'y': 5.04460307530318, 'z': 0}",25.489859470142036,low,[],,,,,,
AV_002,1753463382.869057,,"{'latitude': 37.784894654119526, 'longitude': -122.41788449067835}","{'x': 10.165184233286162, 'y': 17.776396613947643, 'z': 0}",25.506513418691696,low,[],,,,,,
AV_001,1753463382.869057,,"{'latitude': 37.77489108304066, 'longitude': -122.42495402142809}","{'x': 3.4112221923257535, 'y': 12.703763177091357, 'z': 0}",22.0749250880015,medium,[],,,,,,
AV_005,1753463381.869057,,"{'latitude': 37.77207481174945, 'longitude': -122.41836425530416}","{'x': 13.4900547085251, 'y': 12.47789776492365, 'z': 0}",27.800268704150362,low,[],,,,,,
AV_004,1753463381.869057,,"{'latitude': 37.775525863176185, 'longitude': -122.41409047595873}","{'x': 8.646137899401495, 'y': 14.751329955564938, 'z': 0}",28.052351036407327,high,[],,,,,,
AV_003,1753463381.869057,,"{'latitude': 37.77388104816336, 'longitude': -122.41482315713074}","{'x': 5.684287525219935, 'y': 2.7673361396326612, 'z': 0}",27.401770177402245,high,[],,,,,,
AV_002,1753463381.869057,,"{'latitude': 37.766347032842745, 'longitude': -122.42454924811128}","{'x': 7.852572331698379, 'y': 15.737436879756192, 'z': 0}",24.335426315379166,high,[],,,,,,
AV_001,1753463381.869057,,"{'latitude': 37.76886747891741, 'longitude': -122.41168045088453}","{'x': 11.119014467288537, 'y': 11.055860642937764, 'z': 0}",28.862528384716658,low,[],,,,,,
AV_005,1753463380.869057,,"{'latitude': 37.777113247195395, 'longitude': -122.42403882659195}","{'x': 16.660654656370394, 'y': 2.815609082973547, 'z': 0}",12.749794098452156,low,[],,,,,,
AV_004,1753463380.869057,,"{'latitude': 37.77590180486417, 'longitude': -122.41474915162777}","{'x': 11.87717614227232, 'y': 16.621458465445485, 'z': 0}",17.923078692804435,high,[],,,,,,
AV_003,1753463380.869057,,"{'latitude': 37.782628738537774, 'longitude': -122.41013574491932}","{'x': 12.26457207361382, 'y': 18.43236888535469, 'z': 0}",26.681351006714536,low,[],,,,,,
AV_002,1753463380.869057,,"{'latitude': 37.76583152812318, 'longitude': -122.42837987208718}","{'x': 16.646091174384516, 'y': 19.830489481935167, 'z': 0}",21.14253727394865,medium,[],,,,,,
AV_001,1753463380.869057,,"{'latitude': 37.77790120459745, 'longitude': -122.42822281159393}","{'x': 18.057098630735783, 'y': 7.966044682008442, 'z': 0}",17.479427681064976,medium,[],,,,,,
AV_005,1753463379.869057,,"{'latitude': 37.78175842694025, 'longitude': -122.42217265984718}","{'x': 9.02207802617835, 'y': 6.658824083155979, 'z': 0}",15.847005888291118,low,[],,,,,,
AV_004,1753463379.869057,,"{'latitude': 37.769831162799825, 'longitude': -122.42549997111554}","{'x': 18.373973706107257, 'y': 18.549854355064713, 'z': 0}",16.391544926174355,low,[],,,,,,
AV_003,1753463379.869057,,"{'latitude': 37.76593303256579, 'longitude': -122.41947263085802}","{'x': 11.639506920411844, 'y': 19.04255613543023, 'z': 0}",29.856273748049905,high,[],,,,,,
AV_002,1753463379.869057,,"{'latitude': 37.77939406986214, 'longitude': -122.42461857621386}","{'x': 18.81435021154752, 'y': 0.5127799517203346, 'z': 0}",14.27836491765615,low,[],,,,,,
AV_001,1753463379.869057,,"{'latitude': 37.77478836519246, 'longitude': -122.42223375473034}","{'x': 18.6574840896869, 'y': 13.561502017761624, 'z': 0}",21.491989499750545,medium,[],,,,,,
AV_005,1753463378.869057,,"{'latitude': 37.77870681491993, 'longitude': -122.41115752696933}","{'x': 4.090072959907816, 'y': 1.2230016494083928, 'z': 0}",11.527485556473774,low,[],,,,,,
AV_004,1753463378.869057,,"{'latitude': 37.771438268114856, 'longitude': -122.42815482405936}","{'x': 17.283109093505352, 'y': 16.033470013813037, 'z': 0}",29.195136831017734,medium,[],,,,,,
AV_003,1753463378.869057,,"{'latitude': 37.77273629399656, 'longitude': -122.42570799117865}","{'x': 14.866962394642824, 'y': 13.342786604934409, 'z': 0}",16.980046472204783,low,[],,,,,,
AV_002,1753463378.869057,,"{'latitude': 37.771679632152996, 'longitude': -122.42720140657002}","{'x': 10.319357853503426, 'y': 4.944843108344365, 'z': 0}",18.247930966930994,low,[],,,,,,
AV_001,1753463378.869057,,"{'latitude': 37.77612571159355, 'longitude': -122.41285352710867}","{'x': 19.574086322804163, 'y': 6.497128567459683, 'z': 0}",15.781623636389426,high,[],,,,,,
AV_005,1753463377.869057,,"{'latitude': 37.76666790326733, 'longitude': -122.42444606544774}","{'x': 17.615694155554532, 'y': 3.9175903756416286, 'z': 0}",25.06216386136867,low,[],,,,,,
AV_004,1753463377.869057,,"{'latitude': 37.78270321706429, 'longitude': -122.4147043811114}","{'x': 1.7125681708691465, 'y': 16.473676222205626, 'z': 0}",26.50129136505985,low,[],,,,,,
AV_003,1753463377.869057,,"{'latitude': 37.778627643482785, 'longitude': -122.42559455923818}","{'x': 17.87997236208306, 'y': 19.3681157550242, 'z': 0}",19.13190834901746,low,[],,,,,,
AV_002,1753463377.869057,,"{'latitude': 37.77547029662712, 'longitude': -122.40959172540074}","{'x': 1.4874199567820523, 'y': 6.622025711718025, 'z': 0}",19.08312113928892,high,[],,,,,,
AV_001,1753463377.869057,,"{'latitude': 37.76651022294507, 'longitude': -122.41095033046959}","{'x': 3.1076979841910646, 'y': 6.844311707263719, 'z': 0}",14.535269711936964,low,[],,,,,,
AV_005,1753463376.869057,,"{'latitude': 37.76516925658909, 'longitude': -122.42032209904859}","{'x': 13.250658646941911, 'y': 13.030314188510841, 'z': 0}",29.28891308106811,low,[],,,,,,
AV_004,1753463376.869057,,"{'latitude': 37.769790133883724, 'longitude': -122.4198678000043}","{'x': 4.387402546451575, 'y': 12.569346420979228, 'z': 0}",13.362145361163813,low,[],,,,,,
AV_003,1753463376.869057,,"{'latitude': 37.780017571211204, 'longitude': -122.41024501631692}","{'x': 17.119007368054334, 'y': 17.572792826792845, 'z': 0}",12.125845005814641,high,[],,,,,,
AV_002,1753463376.869057,,"{'latitude': 37.77969141809938, 'longitude': -122.41652957924815}","{'x': 19.277413374648926, 'y': 6.731772577458397, 'z': 0}",12.3242269187128,low,[],,,,,,
AV_001,1753463376.869057,,"{'latitude': 37.767399562664835, 'longitude': -122.41165479811235}","{'x': 16.017473237615278, 'y': 6.489681111363447, 'z': 0}",28.33038222770433,high,[],,,,,,
